,id,entrydate,name,symbol,sector,position,entryprice,entrylots,entryrisk,entryrisk_ticks,commission,#exits,exit(0)_date,exit(0)_price,exit(0)_lots,exit(0)_profit,exit(0)_profit_ticks,exit(0)_duration,exit(0)_type,exitdate,profit,profit_ticks,duration,result,currentprice,stopprice,risk,risk_ticks,lots,flame,on_fire
92,93,2003-07-18,CME Australian Dollar AUD,AD,currency,Long,0.31230041046142576,2,740.0,74,5.98,1,2003-07-18,0.30860036611557007,2.0,-740.0,-74.0,0.0,stop,2003-07-18,-740.0,-74,0.0,LOSE,0.30860036611557007,0.30860036611557007,0.0,0,0,-0.0,False
93,94,2003-07-18,NYMEX Gold,GC,metal,Long,709.100732421875,2,760.0,38,5.98,1,2003-10-17,729.7007446289062,2.0,4120.0,206.0,91.0,stop,2003-10-17,4120.0,206,91.0,WIN,729.7007446289062,729.7007446289062,0.0,0,0,0.0,False
94,95,2003-07-21,CME Australian Dollar AUD,AD,currency,Long,0.3135503840446472,2,990.0,99,5.98,1,2003-08-05,0.30860036611557007,2.0,-990.0,-99.0,15.0,stop,2003-08-05,-990.0,-99,15.0,LOSE,0.30860036611557007,0.30860036611557007,0.0,0,0,-0.0,False
95,96,2003-08-06,CME Australian Dollar AUD,AD,currency,Long,0.3142503681182861,2,1390.0,139,5.98,1,2003-08-27,0.3073003888130188,2.0,-1390.0,-139.0,21.0,stop,2003-08-27,-1390.0,-139,21.0,LOSE,0.3073003888130188,0.3073003888130188,0.0,0,0,-0.0,False
96,97,2003-08-28,CME Australian Dollar AUD,AD,currency,Long,0.30740036544799804,2,520.0,52,5.98,1,2003-08-28,0.3048003911972046,2.0,-520.0,-52.0,0.0,stop,2003-08-28,-520.0,-52,0.0,LOSE,0.3048003911972046,0.3048003911972046,0.0,0,0,-0.0,False
97,98,2003-08-29,CME Australian Dollar AUD,AD,currency,Long,0.311650386428833,2,1370.0,137,5.98,1,2003-09-02,0.3048003911972046,2.0,-1370.0,-137.0,4.0,stop,2003-09-02,-1370.0,-137,4.0,LOSE,0.3048003911972046,0.3048003911972046,0.0,0,0,-0.0,False
98,99,2003-09-03,CME Australian Dollar AUD,AD,currency,Long,0.30550038442611693,2,540.0,54,5.98,1,2003-09-03,0.30280041694641113,2.0,-540.0,-54.0,0.0,stop,2003-09-03,-540.0,-54,0.0,LOSE,0.30280041694641113,0.30280041694641113,0.0,0,0,-0.0,False
99,100,2003-09-04,CME Australian Dollar AUD,AD,currency,Long,0.3065504145622253,2,750.0,75,5.98,0,,,,,,,,,0.0,0,,,0.42720043659210205,0.3877003788948059,-7900.0,-790,2,24130.0,True
100,101,2003-09-05,NYMEX WTI Crude Oil,CL,petroleum,Long,135.81993774414062,2,920.0,46,5.98,1,2003-09-12,135.35995483398438,2.0,-920.0,-46.0,7.0,stop,2003-09-12,-920.0,-46,7.0,LOSE,135.35995483398438,135.35995483398438,0.0,0,0,-0.0,False
101,102,2003-09-09,CBOT Corn,C,grain,Long,482.75,2,2976.0,124,5.98,1,2003-09-24,463.0,2.0,-1896.0,-79.0,15.0,exit,2003-09-24,-1896.0,-79,15.0,LOSE,463.0,463.0,0.0,0,0,-0.0,False
102,103,2003-09-15,NYMEX WTI Crude Oil,CL,petroleum,Long,135.27992797851562,2,1120.0,56,5.98,1,2003-09-16,134.71994018554688,2.0,-1120.0,-56.0,1.0,stop,2003-09-16,-1120.0,-56,1.0,LOSE,134.71994018554688,134.71994018554688,0.0,0,0,-0.0,False
103,104,2003-09-17,NYMEX WTI Crude Oil,CL,petroleum,Long,134.51995849609375,2,1600.0,80,5.98,1,2003-09-17,133.719970703125,2.0,-1600.0,-80.0,0.0,stop,2003-09-17,-1600.0,-80,0.0,LOSE,133.719970703125,133.719970703125,0.0,0,0,-0.0,False
104,105,2003-09-18,NYMEX WTI Crude Oil,CL,petroleum,Long,133.73996459960938,2,340.0,17,5.98,1,2003-09-18,133.56997680664062,2.0,-340.0,-17.0,0.0,stop,2003-09-18,-340.0,-17,0.0,LOSE,133.56997680664062,133.56997680664062,0.0,0,0,-0.0,False
105,106,2003-09-19,CBOT Soybean Oil,BO,grain,Long,41.87000732421875,2,5040.0,420,5.98,0,,,,,,,,,0.0,0,,,46.77000427246094,44.660003662109375,-2532.0,-211,2,5880.0,True
106,107,2003-09-19,NYMEX WTI Crude Oil,CL,petroleum,Long,134.009970703125,2,1040.0,52,5.98,1,2003-09-19,133.48995971679688,2.0,-1040.0,-52.0,0.0,stop,2003-09-19,-1040.0,-52,0.0,LOSE,133.48995971679688,133.48995971679688,0.0,0,0,-0.0,False
107,108,2003-09-22,NYMEX WTI Crude Oil,CL,petroleum,Long,134.009970703125,2,1040.0,52,5.98,1,2003-09-29,135.13995239257812,2.0,2260.0,113.0,7.0,exit,2003-09-29,2260.0,113,7.0,WIN,135.13995239257812,133.48995971679688,-0.0,-165,0,0.0,False
108,109,2003-10-13,NYMEX WTI Crude Oil,CL,petroleum,Long,138.68994506835938,2,10400.0,520,5.98,0,,,,,,,,,0.0,0,,,139.73992919921875,136.35995483398438,-6760.0,-338,2,2100.0,True
109,110,2003-10-20,NYMEX Gold,GC,metal,Long,735.1007446289062,2,1180.0,59,5.98,0,,,,,,,,,0.0,0,,,777.7008056640625,752.1007690429688,-5120.0,-256,2,8520.0,True
110,111,2003-11-14,CBOT Corn,C,grain,Long,481.0,2,2616.0,109,5.98,1,2003-12-24,470.75,2.0,-984.0,-41.0,40.0,stop,2003-12-24,-984.0,-41,40.0,LOSE,470.75,470.75,0.0,0,0,-0.0,False
111,112,2003-12-26,CBOT Corn,C,grain,Long,469.5,2,624.0,26,5.98,0,,,,,,,,,0.0,0,,,480.0,463.0,-1632.0,-68,2,1008.0,True
